,Room,Parking,Warehouse,Elevator,Address,Price,Price(USD),area
1715,1,True,True,True,Ozgol,4500000000.0,150000.0,72.0
1716,3,True,True,True,Central Janatabad,6150000000.0,205000.0,145.0
1717,2,True,True,True,Shahrake Gharb,9860000000.0,328666.67,116.0
1718,1,True,True,True,Northern Janatabad,2700000000.0,90000.0,65.0
1719,2,True,True,True,Ozgol,9300000000.0,310000.0,125.0
1720,3,True,True,True,Saadat Abad,11200000000.0,373333.33,143.0
1721,3,True,True,True,Saadat Abad,14800000000.0,493333.33,150.0
1722,2,True,True,True,Southern Janatabad,2560000000.0,85333.33,88.0
1723,4,True,True,True,Elahieh,50000000000.0,1666666.67,380.0
1724,2,True,True,True,Ostad Moein,2990000000.0,99666.67,95.0
1725,1,True,True,True,Shahran,2850000000.0,95000.0,58.0
1726,3,True,True,True,Farmanieh,25000000000.0,833333.33,190.0
1727,2,True,True,True,Ekhtiarieh,7700000000.0,256666.67,120.0
1728,3,True,True,True,Shahrakeh Naft,7500000000.0,250000.0,130.0
1729,2,True,True,False,Punak,2800000000.0,93333.33,85.0
1730,2,True,True,False,Islamshahr,1100000000.0,36666.67,100.0
1731,2,True,True,True,Gheitarieh,9500000000.0,316666.67,115.0
1732,2,True,True,True,Shahr-e-Ziba,2480000000.0,82666.67,76.0
1733,2,True,True,True,Punak,6000000000.0,200000.0,125.0
1734,2,True,True,True,Punak,3900000000.0,130000.0,110.0
1735,2,True,True,True,Punak,4150000000.0,138333.33,96.0
1736,2,True,True,False,Islamshahr,1250000000.0,41666.67,75.0
1737,2,True,True,True,Central Janatabad,4300000000.0,143333.33,105.0
1738,3,True,True,True,Heravi,7000000000.0,233333.33,160.0
1739,2,True,True,True,Jeyhoon,1800000000.0,60000.0,76.0
1740,4,True,True,True,Zaferanieh,15950000000.0,531666.67,290.0
1741,2,False,True,True,Zafar,5550000000.0,185000.0,110.0
1742,4,True,True,False,Andisheh,5200000000.0,173333.33,198.0
1743,2,True,True,True,Andisheh,1930000000.0,64333.33,105.0
1744,2,True,True,True,Islamshahr,1098000000.0,36600.0,90.0
1745,1,True,True,True,Islamshahr,882000000.0,29400.0,63.0
1746,2,True,True,True,Central Janatabad,3600000000.0,120000.0,100.0
1747,3,True,True,True,Islamshahr,1990000000.0,66333.33,117.0
1748,2,True,True,False,Islamshahr,1640000000.0,54666.67,91.0
1749,1,True,True,False,Islamshahr,780000000.0,26000.0,60.0
1750,2,True,True,True,Islamshahr,2530000000.0,84333.33,110.0
1751,2,True,True,True,Ostad Moein,2990000000.0,99666.67,96.0
1752,2,True,True,True,Ekhtiarieh,4300000000.0,143333.33,113.0
1753,1,True,True,True,Persian Gulf Martyrs Lake,295000000.0,9833.33,60.0
1754,2,True,True,True,Southern Janatabad,2800000000.0,93333.33,74.0
1755,3,True,True,True,Dorous,9800000000.0,326666.67,155.0
1756,2,True,True,True,Ostad Moein,3900000000.0,130000.0,125.0
1757,1,True,False,True,Dezashib,3150000000.0,105000.0,49.0
1758,3,True,True,True,Saadat Abad,12580000000.0,419333.33,148.0
1759,3,True,True,True,Qasr-od-Dasht,2950000000.0,98333.33,134.0
1760,2,True,True,True,Central Janatabad,3600000000.0,120000.0,90.0
1761,1,True,True,True,Central Janatabad,4450000000.0,148333.33,110.0
1762,2,True,True,True,Punak,5405000000.0,180166.67,115.0
1763,2,True,True,True,Darabad,5300000000.0,176666.67,90.0
1764,2,True,True,True,North Program Organization,4300000000.0,143333.33,95.0
1765,2,True,True,True,Pardis,750000000.0,25000.0,105.0
1766,2,True,True,True,Amir Bahador,1638000000.0,54600.0,63.0
1767,3,True,True,True,Pasdaran,13000000000.0,433333.33,185.0
1768,3,True,True,True,Elahieh,40000000000.0,1333333.33,250.0
1769,2,True,True,False,Northern Janatabad,3850000000.0,128333.33,88.0
1770,2,True,True,True,Southern Program Organization,4300000000.0,143333.33,95.0
1771,2,True,True,True,Heravi,6400000000.0,213333.33,108.0
1772,2,True,True,True,Southern Janatabad,3780000000.0,126000.0,90.0
1773,3,True,True,True,Velenjak,9600000000.0,320000.0,160.0
1774,2,False,True,True,Parand,425000000.0,14166.67,78.0
1775,3,True,True,True,Persian Gulf Martyrs Lake,590000000.0,19666.67,120.0
1776,3,True,True,True,Pasdaran,11060000000.0,368666.67,158.0
1777,1,True,True,True,West Ferdows Boulevard,2250000000.0,75000.0,56.0
1778,3,True,True,True,Pasdaran,13175000000.0,439166.67,155.0
1779,2,True,True,True,Southern Janatabad,5700000000.0,190000.0,100.0
1780,3,True,True,True,Saadat Abad,11500000000.0,383333.33,182.0
1781,2,True,True,True,Shahr-e-Ziba,2250000000.0,75000.0,63.0
1782,1,True,True,True,Northern Chitgar,875000000.0,29166.67,60.0
1783,2,True,True,True,Shahrake Qods,1030000000.0,34333.33,125.0
1784,1,False,False,False,Shahrake Qods,395000000.0,13166.67,53.0
1785,3,True,True,True,Ekhtiarieh,9500000000.0,316666.67,150.0
1786,2,True,True,False,Punak,2200000000.0,73333.33,62.0
1787,2,True,True,True,Ekhtiarieh,6000000000.0,200000.0,113.0
1788,2,True,True,False,Parand,650000000.0,21666.67,93.0
1789,2,True,True,True,Damavand,2150000000.0,71666.67,84.0
1790,2,True,True,True,Jeyhoon,2200000000.0,73333.33,83.0
1791,3,True,True,True,Gheitarieh,13000000000.0,433333.33,150.0
1792,3,True,True,True,Ekhtiarieh,9600000000.0,320000.0,147.0
1793,2,True,True,True,Saadat Abad,5500000000.0,183333.33,75.0
1794,2,True,True,True,Shahran,4700000000.0,156666.67,119.0
1795,2,True,True,True,Saadat Abad,4800000000.0,160000.0,105.0
1796,2,True,True,True,,4830000000.0,161000.0,70.0
1797,2,True,True,True,Ekhtiarieh,6300000000.0,210000.0,115.0
1798,3,True,True,True,Velenjak,8055000000.0,268500.0,179.0
1799,2,True,True,True,Central Janatabad,3600000000.0,120000.0,86.0
1800,1,True,True,True,West Ferdows Boulevard,3650000000.0,121666.67,70.0
1801,1,True,True,True,Shahr-e-Ziba,1750000000.0,58333.33,48.0
1802,2,False,True,True,Komeil,1250000000.0,41666.67,70.0
1803,2,True,True,True,Saadat Abad,6120000000.0,204000.0,102.0
1804,2,True,False,True,Pardis,470000000.0,15666.67,85.0
1805,2,True,True,False,West Ferdows Boulevard,2400000000.0,80000.0,72.0
1806,2,True,True,True,Shahrake Qods,1050000000.0,35000.0,120.0
1807,3,True,True,True,Saadat Abad,14500000000.0,483333.33,180.0
1808,3,True,True,True,Saadat Abad,9300000000.0,310000.0,138.0
1809,2,True,True,True,Shahrake Qods,960000000.0,32000.0,87.0
1810,5,True,True,False,Abazar,91000000000.0,3033333.33,705.0
1811,3,True,True,True,Saadat Abad,16000000000.0,533333.33,200.0
1812,2,True,True,True,Pardis,570000000.0,19000.0,87.0
1813,2,True,True,True,Shahr-e-Ziba,3350000000.0,111666.67,75.0
1814,2,True,True,True,Ostad Moein,1580000000.0,52666.67,66.0
1815,1,True,True,True,West Ferdows Boulevard,2900000000.0,96666.67,57.0
1816,1,True,True,True,West Ferdows Boulevard,2650000000.0,88333.33,62.0
1817,2,True,True,True,West Ferdows Boulevard,3100000000.0,103333.33,65.0
1818,1,False,True,False,Saadat Abad,3300000000.0,110000.0,70.0
1819,1,True,True,True,West Ferdows Boulevard,2800000000.0,93333.33,65.0
1820,2,True,True,True,Ostad Moein,2800000000.0,93333.33,100.0
1821,3,True,True,True,Saadat Abad,16400000000.0,546666.67,210.0
1822,2,True,True,True,Saadat Abad,8900000000.0,296666.67,110.0
1823,2,True,True,True,West Ferdows Boulevard,2900000000.0,96666.67,68.0
1824,2,True,True,True,Saadat Abad,5555000000.0,185166.67,101.0
1825,2,True,True,True,Ekhtiarieh,5000000000.0,166666.67,85.0
1826,3,True,True,True,Saadat Abad,10500000000.0,350000.0,165.0
1827,4,True,True,True,Saadat Abad,30000000000.0,1000000.0,300.0
1828,3,True,True,True,Shahrake Gharb,19000000000.0,633333.33,245.0
1829,2,True,True,False,Andisheh,1000000000.0,33333.33,105.0
1830,2,True,True,True,Saadat Abad,8800000000.0,293333.33,135.0
1831,3,True,True,True,Saadat Abad,9300000000.0,310000.0,130.0
1832,2,True,False,True,Saadat Abad,4600000000.0,153333.33,83.0
1833,1,True,True,True,Saadat Abad,4650000000.0,155000.0,60.0
1834,1,True,True,True,Southern Program Organization,2750000000.0,91666.67,52.0
1835,2,True,True,True,West Ferdows Boulevard,2850000000.0,95000.0,60.0
1836,2,True,True,True,West Ferdows Boulevard,2850000000.0,95000.0,60.0
1837,2,True,True,True,East Ferdows Boulevard,3000000000.0,100000.0,70.0
1838,3,True,True,True,Shahrake Gharb,11200000000.0,373333.33,140.0
1839,2,True,True,True,Saadat Abad,6800000000.0,226666.67,120.0
1840,1,True,True,True,Shahrake Qods,510000000.0,17000.0,62.0
1841,2,True,True,True,West Ferdows Boulevard,2600000000.0,86666.67,70.0
1842,3,True,True,True,Saadat Abad,9500000000.0,316666.67,150.0
1843,2,True,True,False,Shahran,1850000000.0,61666.67,69.0
1844,2,True,True,True,Pardis,770000000.0,25666.67,97.0
1845,1,True,True,True,East Ferdows Boulevard,2600000000.0,86666.67,70.0
1846,2,True,True,True,Jeyhoon,2300000000.0,76666.67,100.0
1847,2,True,True,False,West Ferdows Boulevard,2500000000.0,83333.33,75.0
1848,2,True,True,True,Azarbaijan,3150000000.0,105000.0,103.0
1849,2,True,True,True,Shahran,2650000000.0,88333.33,85.0
1850,3,True,True,True,Punak,10500000000.0,350000.0,150.0
1851,2,True,True,True,Qalandari,4250000000.0,141666.67,66.0
1852,2,True,True,True,Pardis,800000000.0,26666.67,106.0
1853,2,True,False,True,Pirouzi,3300000000.0,110000.0,101.0
1854,4,True,True,True,Aqdasieh,27000000000.0,900000.0,290.0
1855,2,True,True,True,Saadat Abad,6000000000.0,200000.0,106.0
1856,3,True,True,False,Eram,2970000000.0,99000.0,107.0
1857,2,True,True,True,Jeyhoon,3900000000.0,130000.0,122.0
1858,3,True,True,True,Shahrake Gharb,19500000000.0,650000.0,195.0
1859,2,True,True,True,Shahr-e-Ziba,3200000000.0,106666.67,98.0
1860,2,True,True,True,Pardis,700000000.0,23333.33,105.0
1861,2,True,True,True,Pardis,770000000.0,25666.67,98.0
1862,3,True,True,True,Gheitarieh,16000000000.0,533333.33,200.0
1863,4,True,True,True,Elahieh,63000000000.0,2100000.0,400.0
1864,2,True,True,True,Ekhtiarieh,8300000000.0,276666.67,110.0
1865,2,True,True,True,Ostad Moein,2950000000.0,98333.33,95.0
1866,1,True,True,True,Southern Program Organization,2400000000.0,80000.0,60.0
1867,2,False,False,False,Parand,345000000.0,11500.0,76.0
1868,3,True,True,True,Gheitarieh,19800000000.0,660000.0,222.0
1869,2,True,True,True,Punak,6000000000.0,200000.0,120.0
1870,2,True,True,True,Ekhtiarieh,6000000000.0,200000.0,90.0
1871,3,True,True,True,Kamranieh,26500000000.0,883333.33,270.0
1872,2,True,True,False,Southern Program Organization,3580000000.0,119333.33,110.0
1873,2,True,True,True,Shahrake Qods,982000000.0,32733.33,84.0
1874,2,True,True,True,Shahrake Qods,870000000.0,29000.0,76.0
1875,2,False,True,True,Parand,400000000.0,13333.33,75.0
1876,4,True,True,True,Andisheh,3060000000.0,102000.0,170.0
1877,2,False,True,False,Andisheh,930000000.0,31000.0,92.0
1878,3,True,True,False,Parand,850000000.0,28333.33,122.0
1879,3,True,True,True,Ekhtiarieh,7800000000.0,260000.0,170.0
1880,3,True,True,True,Pasdaran,8350000000.0,278333.33,147.0
1881,1,False,True,False,Jeyhoon,850000000.0,28333.33,47.0
1882,2,True,True,True,Pasdaran,6000000000.0,200000.0,100.0
1883,3,True,True,True,Saadat Abad,13500000000.0,450000.0,180.0
1884,2,True,True,True,Northern Janatabad,3150000000.0,105000.0,90.0
1885,3,True,True,True,Saadat Abad,13500000000.0,450000.0,180.0
1886,2,True,True,True,Shahr-e-Ziba,2550000000.0,85000.0,80.0
1887,1,True,False,True,Pirouzi,1600000000.0,53333.33,59.0
1888,2,True,True,True,Pardis,850000000.0,28333.33,87.0
1889,1,False,True,True,Ostad Moein,1000000000.0,33333.33,50.0
1890,3,True,True,True,Gheitarieh,7400000000.0,246666.67,123.0
1891,1,True,True,True,Feiz Garden,2200000000.0,73333.33,56.0
1892,2,True,True,True,Pardis,945000000.0,31500.0,105.0
1893,1,True,True,True,Azarbaijan,1750000000.0,58333.33,57.0
1894,2,True,True,True,Southern Janatabad,3500000000.0,116666.67,78.0
1895,2,True,True,True,Southern Janatabad,3880000000.0,129333.33,92.0
1896,2,True,True,True,Pardis,1050000000.0,35000.0,100.0
1897,3,True,True,True,Saadat Abad,9800000000.0,326666.67,152.0
1898,3,True,True,True,Shahrake Gharb,9000000000.0,300000.0,155.0
1899,3,True,True,True,Shahr-e-Ziba,3870000000.0,129000.0,115.0
1900,3,True,True,True,Shahrake Gharb,11000000000.0,366666.67,145.0
1901,2,True,True,True,Yousef Abad,5400000000.0,180000.0,115.0
1902,1,True,True,False,Central Janatabad,2190000000.0,73000.0,60.0
1903,3,True,True,True,Gheitarieh,10200000000.0,340000.0,160.0
1904,2,True,True,True,North Program Organization,5150000000.0,171666.67,101.0
1905,2,True,True,True,Southern Janatabad,3600000000.0,120000.0,98.0
1906,2,True,True,True,Punak,3870000000.0,129000.0,92.0
1907,2,True,True,True,Northern Janatabad,3880000000.0,129333.33,90.0
1908,3,True,True,True,West Ferdows Boulevard,7200000000.0,240000.0,150.0
1909,2,True,True,True,Persian Gulf Martyrs Lake,2960000000.0,98666.67,106.0
1910,3,True,True,True,Dehkade Olampic,4200000000.0,140000.0,135.0
1911,2,True,True,True,Pardis,890000000.0,29666.67,105.0
1912,3,True,True,True,West Ferdows Boulevard,13000000000.0,433333.33,209.0
1913,2,True,True,False,Tarasht,3600000000.0,120000.0,115.0
1914,2,True,True,False,Water Organization,3950000000.0,131666.67,110.0
1915,2,False,True,True,Northern Janatabad,3150000000.0,105000.0,90.0
1916,3,True,True,True,Aqdasieh,24000000000.0,800000.0,190.0
1917,1,False,True,True,Punak,2000000000.0,66666.67,54.0
1918,3,True,True,True,Gheitarieh,13300000000.0,443333.33,133.0
1919,3,True,True,True,Ajudaniye,27000000000.0,900000.0,200.0
1920,3,True,True,True,Kamranieh,33600000000.0,1120000.0,220.0
1921,3,True,True,True,Gheitarieh,8700000000.0,290000.0,130.0
1922,3,True,True,False,Azadshahr,3450000000.0,115000.0,123.0
1923,2,True,True,True,Dehkade Olampic,4100000000.0,136666.67,105.0
1924,3,True,True,True,Shahran,4128000000.0,137600.0,103.0
1925,2,True,True,True,Pardis,710000000.0,23666.67,105.0
1926,3,True,True,True,Persian Gulf Martyrs Lake,6400000000.0,213333.33,161.0
1927,3,False,True,True,Shahrake Qods,1600000000.0,53333.33,115.0
1928,2,False,False,False,Azadshahr,3100000000.0,103333.33,85.0
1929,2,True,True,False,Shahran,1820000000.0,60666.67,50.0
1930,3,True,True,True,Persian Gulf Martyrs Lake,6700000000.0,223333.33,160.0
1931,3,True,True,True,Farmanieh,23000000000.0,766666.67,232.0
1932,2,True,True,True,Shahr-e-Ziba,3220000000.0,107333.33,98.0
1933,2,True,True,True,Shahran,3880000000.0,129333.33,117.0
1934,2,True,True,True,West Ferdows Boulevard,3400000000.0,113333.33,77.0
1935,2,True,True,False,Yousef Abad,3950000000.0,131666.67,100.0
1936,2,True,True,False,Northern Janatabad,2950000000.0,98333.33,85.0
1937,3,True,True,True,Farmanieh,11000000000.0,366666.67,145.0
1938,3,True,True,True,Hakimiyeh,4480000000.0,149333.33,127.0
1939,2,True,True,True,Shahran,2950000000.0,98333.33,79.0
1940,2,True,True,True,Gheitarieh,11000000000.0,366666.67,120.0
1941,3,True,True,True,Niavaran,11000000000.0,366666.67,173.0
1942,3,True,True,True,Farmanieh,17280000000.0,576000.0,195.0
1943,2,True,True,True,West Ferdows Boulevard,2270000000.0,75666.67,66.0
1944,2,True,True,True,Gheitarieh,8000000000.0,266666.67,100.0
1945,3,True,True,True,Gheitarieh,11150000000.0,371666.67,140.0
1946,2,True,True,True,Atabak,1300000000.0,43333.33,93.0
1947,2,True,True,True,Yousef Abad,4250000000.0,141666.67,80.0
1948,2,True,True,True,Shahran,5400000000.0,180000.0,119.0
1949,2,True,True,True,Ekhtiarieh,6500000000.0,216666.67,100.0
1950,2,True,True,True,Shahran,3840000000.0,128000.0,115.0
1951,1,True,True,True,Ekhtiarieh,3700000000.0,123333.33,52.0
1952,3,True,True,True,Persian Gulf Martyrs Lake,1360000000.0,45333.33,136.0
1953,2,True,True,True,Shahran,5000000000.0,166666.67,95.0
1954,3,True,True,True,Shahran,3100000000.0,103333.33,83.0
1955,2,True,True,True,Shahrake Qods,1700000000.0,56666.67,100.0
1956,2,True,True,False,Shahran,2550000000.0,85000.0,70.0
1957,2,True,True,False,Shahran,2580000000.0,86000.0,73.0
1958,2,True,True,True,Shahr-e-Ziba,2000000000.0,66666.67,70.0
1959,2,True,True,True,Pardis,500000000.0,16666.67,105.0
1960,2,True,True,True,Shahr-e-Ziba,2050000000.0,68333.33,69.0
1961,2,True,True,True,Pardis,530000000.0,17666.67,87.0
1962,1,True,True,True,Pardis,720000000.0,24000.0,66.0
1963,2,True,True,True,Pardis,1000000000.0,33333.33,98.0
1964,2,True,True,True,Shahr-e-Ziba,1980000000.0,66000.0,64.0
1965,2,True,True,True,Shahr-e-Ziba,2000000000.0,66666.67,65.0
1966,2,True,True,True,Central Janatabad,3350000000.0,111666.67,85.0
1967,2,True,True,True,Punak,4500000000.0,150000.0,85.0
1968,2,True,True,True,Gheitarieh,5600000000.0,186666.67,93.0
1969,3,True,True,True,Heravi,9000000000.0,300000.0,155.0
1970,2,False,False,False,Absard,4500000000.0,150000.0,450.0
1971,3,True,True,True,Shahrake Gharb,6800000000.0,226666.67,117.0
1972,2,True,True,True,Pakdasht,640000000.0,21333.33,85.0
1973,4,True,True,False,Damavand,20000000000.0,666666.67,500.0
1974,3,True,True,False,Damavand,8500000000.0,283333.33,900.0
1975,1,True,True,True,Persian Gulf Martyrs Lake,875000000.0,29166.67,60.0
1976,1,True,True,True,Persian Gulf Martyrs Lake,870000000.0,29000.0,60.0
1977,2,True,True,True,Sabalan,1200000000.0,40000.0,58.0
1978,2,True,True,True,Shahrake Qods,960000000.0,32000.0,118.0
1979,2,True,True,True,Gheitarieh,8700000000.0,290000.0,98.0
1980,1,False,True,True,Narmak,2100000000.0,70000.0,60.0
1981,2,True,True,True,Gheitarieh,7400000000.0,246666.67,85.0
1982,2,True,True,True,Heravi,5000000000.0,166666.67,110.0
1983,3,True,True,True,Gheitarieh,12000000000.0,400000.0,190.0
1984,3,True,True,True,Gheitarieh,24000000000.0,800000.0,235.0
1985,3,True,True,True,Gheitarieh,14500000000.0,483333.33,150.0
1986,3,True,True,True,Gheitarieh,13300000000.0,443333.33,197.0
1987,2,True,True,True,Gheitarieh,13300000000.0,443333.33,153.0
1988,2,True,True,True,Heravi,4900000000.0,163333.33,99.0
1989,3,True,True,True,Gheitarieh,19900000000.0,663333.33,195.0
1990,2,True,True,True,Gheitarieh,11600000000.0,386666.67,125.0
1991,2,True,True,True,Gheitarieh,7300000000.0,243333.33,85.0
1992,2,True,True,True,Heravi,6640000000.0,221333.33,103.0
1993,3,True,True,True,Gheitarieh,25500000000.0,850000.0,235.0
1994,2,True,True,True,Velenjak,13200000000.0,440000.0,107.0
1995,3,True,True,True,Gheitarieh,19500000000.0,650000.0,195.0
1996,3,False,False,False,Gheitarieh,14500000000.0,483333.33,170.0
1997,3,True,True,True,Gheitarieh,13000000000.0,433333.33,153.0
1998,2,True,True,True,Pirouzi,2650000000.0,88333.33,90.0
1999,2,True,True,True,Gheitarieh,7600000000.0,253333.33,88.0
2000,2,True,True,True,Gheitarieh,8500000000.0,283333.33,100.0
2001,2,True,True,True,Saadat Abad,6500000000.0,216666.67,100.0
2002,3,True,True,True,Araj,13800000000.0,460000.0,203.0
2003,3,True,True,True,Aqdasieh,13300000000.0,443333.33,200.0
2004,3,True,True,True,Araj,13700000000.0,456666.67,200.0
2005,3,True,True,True,Gheitarieh,8000000000.0,266666.67,116.0
2006,3,False,False,False,Araj,13300000000.0,443333.33,202.0
2007,3,True,True,True,Aqdasieh,13200000000.0,440000.0,202.0
2008,1,True,True,True,Si Metri Ji,1318000000.0,43933.33,61.0
2009,2,True,True,True,Jeyhoon,1550000000.0,51666.67,70.0
2010,2,True,True,True,Beryanak,1400000000.0,46666.67,62.0
2011,3,True,True,True,Araj,13300000000.0,443333.33,200.0
2012,3,True,True,True,Ostad Moein,3950000000.0,131666.67,120.0
2013,2,True,True,True,Amirabad,4780000000.0,159333.33,87.0
2014,3,True,True,True,Aqdasieh,13400000000.0,446666.67,200.0
2015,2,True,True,True,Parand,500000000.0,16666.67,80.0
2016,3,False,False,False,Araj,13500000000.0,450000.0,202.0
2017,1,False,True,True,Ostad Moein,1320000000.0,44000.0,57.0
2018,3,True,True,True,Araj,13700000000.0,456666.67,202.0
2019,2,True,True,True,Pirouzi,2250000000.0,75000.0,84.0
2020,3,True,True,True,Aqdasieh,14700000000.0,490000.0,202.0
2021,2,True,True,True,Saadat Abad,5600000000.0,186666.67,93.0
2022,2,True,True,True,Gheitarieh,8000000000.0,266666.67,85.0
2023,2,True,True,True,Saadat Abad,7400000000.0,246666.67,100.0
2024,2,True,True,True,Aqdasieh,10500000000.0,350000.0,153.0
2025,3,True,True,True,Saadat Abad,8000000000.0,266666.67,122.0
2026,2,True,True,True,Aqdasieh,10500000000.0,350000.0,150.0
2027,2,True,True,True,Ostad Moein,1500000000.0,50000.0,56.0
2028,2,True,True,True,Araj,10500000000.0,350000.0,150.0
2029,3,True,True,True,Araj,14300000000.0,476666.67,202.0
2030,3,True,True,True,Aqdasieh,14200000000.0,473333.33,201.0
2031,3,True,True,True,Shahrake Qods,2590000000.0,86333.33,140.0
2032,3,True,True,True,Aqdasieh,14000000000.0,466666.67,200.0
2033,2,True,True,False,Jeyhoon,1500000000.0,50000.0,67.0
2034,2,True,True,True,Gheitarieh,7200000000.0,240000.0,86.0
2035,3,True,True,True,Ostad Moein,3950000000.0,131666.67,120.0
2036,2,True,True,True,Gheitarieh,7400000000.0,246666.67,84.0
2037,2,True,True,True,Central Janatabad,3800000000.0,126666.67,86.0
2038,2,True,True,True,Gheitarieh,7300000000.0,243333.33,85.0
2039,2,True,True,True,Shahran,2300000000.0,76666.67,67.0
2040,2,True,True,True,Northern Janatabad,4800000000.0,160000.0,90.0
2041,2,True,True,True,Gheitarieh,7300000000.0,243333.33,83.0
2042,2,True,True,True,Jeyhoon,1730000000.0,57666.67,70.0
2043,2,True,True,True,Shahrake Qods,1135200000.0,37840.0,88.0
2044,3,True,True,True,Gheitarieh,11000000000.0,366666.67,167.0
2045,2,False,False,False,Shahrake Qods,650000000.0,21666.67,100.0
2046,2,True,True,True,Shahrake Qods,1000000000.0,33333.33,100.0
2047,2,True,True,True,Southern Janatabad,2300000000.0,76666.67,60.0
2048,3,True,True,True,Gheitarieh,11000000000.0,366666.67,155.0
2049,2,True,True,True,Jeyhoon,1850000000.0,61666.67,76.0
2050,2,True,True,True,Shahrake Qods,900000000.0,30000.0,90.0
2051,1,True,True,True,Shahrake Qods,535000000.0,17833.33,65.0
2052,2,True,True,True,Shahrake Qods,680000000.0,22666.67,80.0
2053,2,True,True,True,Gheitarieh,8700000000.0,290000.0,135.0
2054,2,True,True,True,Shahrake Qods,950000000.0,31666.67,94.0
2055,2,True,True,True,Gheitarieh,8200000000.0,273333.33,110.0
2056,3,True,True,True,Farmanieh,6900000000.0,230000.0,115.0
2057,3,True,True,True,Gheitarieh,11200000000.0,373333.33,170.0
2058,3,False,True,True,Farmanieh,6900000000.0,230000.0,115.0
2059,1,False,False,False,Damavand,900000000.0,30000.0,60.0
2060,2,True,True,True,Saadat Abad,5800000000.0,193333.33,105.0
2061,2,False,True,False,Salsabil,1040000000.0,34666.67,61.0
2062,2,True,True,True,Saadat Abad,6000000000.0,200000.0,100.0
2063,3,True,True,True,Jeyhoon,4600000000.0,153333.33,145.0
2064,2,True,True,True,Pardis,479000000.0,15966.67,87.0
2065,2,True,True,True,Pardis,496000000.0,16533.33,87.0
2066,3,True,True,True,Shahrake Gharb,6500000000.0,216666.67,115.0
2067,2,True,True,True,Pardis,690000000.0,23000.0,85.0
2068,2,True,True,False,Punak,2280000000.0,76000.0,67.0
2069,2,True,True,True,Shahran,2280000000.0,76000.0,94.0
2070,2,True,True,True,Shahran,3200000000.0,106666.67,90.0
2071,2,True,True,True,,3000000000.0,100000.0,94.0
2072,2,True,True,True,,4150000000.0,138333.33,99.0
2073,2,True,True,True,Pardis,890000000.0,29666.67,86.0
2074,2,True,True,True,West Ferdows Boulevard,2650000000.0,88333.33,60.0
2075,1,True,True,True,Shahrake Gharb,3400000000.0,113333.33,58.0
2076,2,True,True,True,Shahr-e-Ziba,2850000000.0,95000.0,76.0
2077,1,True,True,True,Southern Program Organization,2400000000.0,80000.0,57.0
2078,2,True,True,True,West Ferdows Boulevard,3300000000.0,110000.0,81.0
2079,3,True,True,True,West Ferdows Boulevard,3600000000.0,120000.0,112.0
2080,2,True,True,True,Shahran,3500000000.0,116666.67,75.0
2081,3,True,True,True,Punak,7500000000.0,250000.0,153.0
2082,2,True,True,True,Shahrake Gharb,5100000000.0,170000.0,95.0
2083,2,True,True,True,Shahrake Gharb,6565000000.0,218833.33,101.0
2084,0,False,False,False,Pakdasht,165000000.0,5500.0,40.0
2085,2,True,True,True,Railway,2860000000.0,95333.33,88.0
2086,3,True,True,True,Persian Gulf Martyrs Lake,3810000000.0,127000.0,141.0
2087,3,True,True,True,Persian Gulf Martyrs Lake,1790000000.0,59666.67,140.0
2088,2,True,True,True,Persian Gulf Martyrs Lake,1530000000.0,51000.0,120.0
2089,2,False,True,False,Beryanak,1000000000.0,33333.33,66.0
2090,2,True,True,True,Punak,3500000000.0,116666.67,70.0
2091,2,True,False,True,Heshmatieh,3000000000.0,100000.0,75.0
2092,2,False,True,True,Elm-o-Sanat,1800000000.0,60000.0,70.0
2093,3,True,True,True,Saadat Abad,20000000000.0,666666.67,150.0
2094,2,True,True,True,Golestan,950000000.0,31666.67,95.0
2095,2,True,True,False,Jeyhoon,1450000000.0,48333.33,65.0
2096,3,False,True,True,Parand,475000000.0,15833.33,88.0
2097,3,True,True,False,Gheitarieh,6000000000.0,200000.0,113.0
2098,1,True,True,False,Shahrake Qods,360000000.0,12000.0,50.0
2099,1,False,False,True,Ostad Moein,1200000000.0,40000.0,45.0
2100,1,False,True,True,Narmak,1350000000.0,45000.0,53.0
2101,2,True,True,True,Andisheh,1800000000.0,60000.0,100.0
2102,1,True,True,False,Shahryar,500000000.0,16666.67,50.0
2103,0,False,True,False,Nasim Shahr,360000000.0,12000.0,43.0
2104,2,True,True,False,Baghestan,765000000.0,25500.0,85.0
2105,3,True,True,True,North Program Organization,6400000000.0,213333.33,134.0
2106,2,True,True,True,Shahr-e-Ziba,3000000000.0,100000.0,90.0
2107,2,True,True,True,Shahrake Qods,1260000000.0,42000.0,90.0
2108,2,True,True,False,SabaShahr,2200000000.0,73333.33,135.0
2109,3,True,True,True,Railway,5850000000.0,195000.0,130.0
2110,1,True,True,False,Andisheh,550000000.0,18333.33,55.0
2111,5,False,False,False,Dehkade Olampic,12000000000.0,400000.0,200.0
2112,2,True,True,True,Shahrake Madaen,800000000.0,26666.67,107.0
2113,2,True,True,True,Pakdasht,1270000000.0,42333.33,150.0
2114,1,False,True,False,Ostad Moein,1200000000.0,40000.0,56.0
2115,3,True,True,False,Azadshahr,4500000000.0,150000.0,160.0
2116,3,True,True,True,Salsabil,3584000000.0,119466.67,138.0
